property_id,yardi_property_code,greystar_property_name,greystar_property_status,greystar_zip,greystar_city,greystar_state,greystar_lat,greystar_long,greystar_address,realpage_propertyid,realpage_property_name,realpage_zip,realpage_city,realpage_state,realpage_lat,realpage_long,realpage_address,realpage_compnumberone,realpage_compnumbertwo,realpage_compnumberthree,realpage_compnumberfour,realpage_compnumberfive,realpage_compnumbersix,realpage_compnumberseven,realpage_compnumbereight,realpage_compnumbernine,realpage_compnumberten,name_distance,match_type,distance_meters,google_lat,google_lon,geocoding_location_type,google_formatted_address,google_place_id,rp_google_place_id,realpage_reuse_count,is_realpage_reused,match_rank_within_realpage,combined_source
2576.0,txtriter,Trillium Terrace,Active,78745,Austin,TX,30.20744666,-97.80637711,6500 Menchaca Rd.,71817,Trillium Terrace,78745,Austin,TX,30.207422,-97.806461,6500 Menchaca Rd,91721,43381,27065,53648,5450,1877,19551,20697,19027,5445,null,proximity,0,30.2076023,-97.806248,ROOFTOP,"6500 Menchaca Rd, Austin, TX 78745, USA",ChIJfd-nIl5LW4YRTDxGF7Nbcl0,ChIJfd-nIl5LW4YRTDxGF7Nbcl0,1,false,1,current_valid
1924.0,casavoy2,Savoy,Active,94086,Sunnyvale,CA,37.372999,-121.999367,1120 Kifer Rd,71960,Savoy,94086,Sunnyvale,CA,37.372979,-122.0000926,1120 Kifer Rd,35529,53618,49003,10274701,36511,37226,37106,2842,35849,49409,null,proximity,0,37.3730201,-122.0000235,ROOFTOP,"1120 Kifer Rd, Sunnyvale, CA 94086, USA",ChIJD0IcyAS2j4ARUGavctNVpQw,ChIJD0IcyAS2j4ARUGavctNVpQw,1,false,1,current_valid
1366.0,txuptlon,Upton at Longhorn Quarry,Active,78233,San Antonio,TX,29.5343166,-98.3978576,4906 Wurzbach Parkway,71992,The Upton at Longhorn Quarry,78233,San Antonio,TX,29.534558,-98.3956755,4906 Wurzbach Pkwy,2507,5366,54155,68704,54111,66395,30969,1989,10022151,857,null,proximity,0,29.53460949999999,-98.39615119999999,GEOMETRIC_CENTER,"4906 Wurzbach Pkwy, San Antonio, TX 78233, USA",ChIJEX5BlXaNXIYRsD9QYNJaCVc,ChIJEX5BlXaNXIYRsD9QYNJaCVc,1,false,1,current_valid
11913.0,nv540vis,5400 Vistas,Active,89120,Las Vegas,NV,36.0901383,-115.071972,5400 Mountian Vistas St.,72129,5400 Vistas,89120,Las Vegas,NV,36.0901383,-115.071972,5400 S Mountain Vista St,34419,16164,1691,78153,52716,65755,962,71493,33512,60329,null,proximity,0,36.0900133,-115.0714349,GEOMETRIC_CENTER,"5400 S Mountain Vista St, Las Vegas, NV 89120, USA",ChIJb3KAgqnbyIART6AscaVkN0w,ChIJb3KAgqnbyIART6AscaVkN0w,1,false,1,current_valid
1482.0,txeasriv,Eastbank Riverwalk,Active,75028,Flower Mound,TX,33.0389884,-97.0671857,3900 Riverwalk Drive,72148,Eastbank Riverwalk,75028,Flower Mound,TX,33.0391598,-97.0646272,3900 River Walk Dr,19390,50318,10273625,41370,90385,10263058,10267962,90687,38716,10259141,null,proximity,0,33.0390911,-97.0644655,GEOMETRIC_CENTER,"3900 River Walk Dr, Flower Mound, TX 75028, USA",ChIJF5fe9WwtTIYRNi5f-JAYAuA,ChIJF5fe9WwtTIYRNi5f-JAYAuA,1,false,1,current_valid
2525.0,maonebe2,One Beachmont,Active,02151,Revere,MA,42.400181,-70.994398,205 Revere Beach Parkway,72241,One Beachmont,2151,Revere,MA,42.399882,-70.994229,205 Revere Beach Pkwy,10258084,10252402,37667,74631,89019,65343,10265150,10257866,10256292,47469,null,proximity,0,42.3998604,-70.9938629,ROOFTOP,"205 Revere Beach Pkwy, Revere, MA 02151, USA",ChIJv5An6Bhu44kRzXbSMx2FlVw,ChIJv5An6Bhu44kRzXbSMx2FlVw,1,false,1,current_valid
2450.0,flgracyp,Grand Cypress,Active,32259,St. Johns,FL,30.101564,-81.484891,125 Grand Cypress Dr.,72325,Grand Cypress,32259,St Johns,FL,30.10097,-81.48519,125 Grand Cypress Dr,10263499,10265093,10290239,18258,10274954,10299298,10280541,34295,10259826,10280643,null,proximity,0,30.1014853,-81.4849477,ROOFTOP,"125 Grand Cypress Dr, St Johns, FL 32259, USA",ChIJhfQLhu8y5IgRbN3InJWi1Aw,ChIJhfQLhu8y5IgRbN3InJWi1Aw,1,false,1,current_valid
1741.0,ncoveriv,Overlook at River Place,Active,28401,Wilmington,NC,34.2387676,-77.950093,14 Grace St. Suite 101,72358,Overlook at RiverPlace,28401,Wilmington,NC,34.2378692,-77.9497909,14 Grace St,10265834,41440,55037,46442,67121,10289175,10259259,47805,10257115,22595,null,proximity,0,34.2385821,-77.9498976,ROOFTOP,"14 Grace St #101, Wilmington, NC 28401, USA",ChIJCR1FS8cfqokRfZs3DLjGgr0,ChIJCR1FS8cfqokR2wIf3-AdiF8,1,false,1,current_valid
nan,rpmadmar,The Madison at Marshfield,Active,02050,Marshfield,MA,42.09761387,-70.74665613,1 Chestnut St,72373,The Madison at Marshfield,2050,Marshfield,MA,42.0974706,-70.7466454,1 Chestnut St,44419,67982,14802,10257864,34930,10255793,19919,10265143,59324,71007,null,proximity,0,42.0975109,-70.746854,ROOFTOP,"1 Chestnut St, Marshfield, MA 02050, USA",ChIJeRIUyhCh5IkRigGAzpqWcZ0,ChIJeRIUyhCh5IkRigGAzpqWcZ0,1,false,1,current_valid
2461.0,ncpeanic,The Peak at Nichols Plaza,Active,27523,Apex,NC,35.748848,-78.827171,900 Doverside Drive,72407,Peak at Nichols Plaza,27523,Apex,NC,35.7483087,-78.8267585,900 Doverside Dr,42561,10274346,79801,10254086,17862,38029,10252242,10262457,10255932,35124,null,proximity,0,35.7483172,-78.82671429999999,ROOFTOP,"900 Doverside Dr, Apex, NC 27523, USA",ChIJ_ZX84LHyrIkR3ZLxy95g4G8,ChIJ_ZX84LHyrIkR3ZLxy95g4G8,1,false,1,current_valid
nan,rpellswo,The Ellsworth,Active,33324,Plantation,FL,26.10479017,-80.25572601,1301 SW 80th Terrace,72445,The Ellsworth,33324,Plantation,FL,26.104839,-80.25563,1301 SW 80th Terrace,70341,41368,66739,35839,43383,58892,70515,66476,10255891,10271267,null,proximity,0,26.1046279,-80.25600299999999,ROOFTOP,"1301 SW 80th Terrace, Plantation, FL 33324, USA",ChIJVT6RDuYH2YgRFtrd0V53-hU,ChIJVT6RDuYH2YgRFtrd0V53-hU,1,false,1,current_valid
2937.0,flsursou,SUR Southside Quarter Apartments,Active,32256,Jacksonville,FL,30.246434,-81.51740966,7385 Park Village Drive,72527,Sur,32256,Jacksonville,FL,30.2462482,-81.5173901,7385 Park Village Dr,10273898,59751,89345,49808,10272418,41913,75820,41656,86067,10253612,null,proximity,0,30.2463587,-81.5162045,ROOFTOP,"7385 Park Village Dr, Jacksonville, FL 32256, USA",ChIJdzLZsazK5YgRA8hFt0JhFAc,ChIJdzLZsazK5YgRA8hFt0JhFAc,1,false,1,current_valid
2887.0,rpcitron,Citron,Active,89120,Las Vegas,NV,36.08682897,-115.066249,4895 E Russell Rd,72705,Citron,89120,Las Vegas,NV,36.086687,-115.066116,4895 E Russell Rd,65755,16927,10277632,18033,66199,962,33708,72129,64061,78153,null,proximity,0,36.0863794,-115.0677282,GEOMETRIC_CENTER,"4895 E Russell Rd, Las Vegas, NV 89120, USA",ChIJ4aTZzJXbyIARV5hH5dE1ZhI,ChIJ4aTZzJXbyIARV5hH5dE1ZhI,1,false,1,current_valid
13911.0,azvillat,Villatree,Active,85281,Tempe,AZ,33.4093463,-111.8923583,1750 S Price Rd,73004,Villatree,85281,Tempe,AZ,33.4093463,-111.8923583,1750 S Price Rd,21682,69426,69581,72999,69289,64021,40461,1044,70591,56770,null,proximity,0,33.4090943,-111.8929795,ROOFTOP,"Parking lot, 1750 S Price Rd, Tempe, AZ 85281, USA",ChIJE7ysHmYIK4cRo23fVOsjtQQ,ChIJE7ysHmYIK4cRo23fVOsjtQQ,1,false,1,current_valid
2496.0,rptesoro,Tesoro Ranch,Active,89122,Henderson,NV,36.0808156,-115.0242141,6655 Boulder Hwy,73261,Tesoro Ranch,89122,Las Vegas,NV,36.0807512,-115.0241254,6655 Boulder Hwy,19058,17266,89184,55997,36569,1689,13362,10299108,1717,10306004,null,proximity,0,36.0816273,-115.022956,ROOFTOP,"Building 23, 6655 Boulder Hwy, Las Vegas, NV 89122, USA",ChIJ1YYOir3QyIARGnqND5Jy8ww,ChIJ1YYOir3QyIARGnqND5Jy8ww,1,false,1,current_valid
701.0,ncnovpro,The Sawyer Providence Farm,Active,28277,Charlotte,NC,35.1228729,-80.7821865,6408 Providence Farm Lane,73276,The Sawyer Providence Farm,28277,Charlotte,NC,35.0553005,-80.76775,6408 Providence Farm Ln,51730,59739,15032,2076,10293975,10267984,53880,44643,66954,14536,null,proximity,0,35.0553431,-80.76774999999999,ROOFTOP,"6408 Providence Farm Ln, Charlotte, NC 28277, USA",ChIJQXWXZMsnVIgR2m_bF8v3IMg,ChIJQXWXZMsnVIgR2m_bF8v3IMg,1,false,1,current_valid
nan,rpcrodc,Crossing DC,Active,20003,Washington,DC,38.87905947,-77.0059711,949 First Street SE,73355,Crossing,20003,Washington,DC,38.8788507,-77.0060462,949 First St SE,10252862,35022,92902,43494,35023,44383,43217,65896,36503,10253262,null,proximity,0,38.8791545,-77.0060981,ROOFTOP,"949 1st St SE, Washington, DC 20003, USA",ChIJsWL8adS5t4kR0FurxfbEv1Q,ChIJsWL8adS5t4kR0FurxfbEv1Q,1,false,1,current_valid
3301.0,nctranod,Trailside NoDa,Active,28206,Charlotte,NC,35.252764,-80.8017002,1030 Stitch Bend Way,73434,Trailside NODA,28206,Charlotte,NC,35.2526828,-80.80052,1030 Stitch Bend Way,10287878,10267983,10266553,83714,10265571,10268491,81449,10287877,91512,10256813,null,proximity,0,35.25271620000001,-80.80074929999999,GEOMETRIC_CENTER,"1030 Stitch Bnd Wy, Charlotte, NC 28206, USA",ChIJF0-klNEfVIgRzzA5AoUMbus,ChIJF0-klNEfVIgRzzA5AoUMbus,1,false,1,current_valid
1790.0,ncvermcc,Verde at McCullough Station,Active,28262,Charlotte,NC,35.302369,-80.753106,8320 University Executive Park Drive,73436,Verde at McCullough Station,28262,Charlotte,NC,35.3022294,-80.7530528,8320 University Executive Park Dr,10298964,10264733,10264726,91512,73481,10273470,10260871,37795,10266554,10265571,null,proximity,0,35.3023466,-80.75308749999999,ROOFTOP,"8320 University Executive Park Dr, Charlotte, NC 28262, USA",ChIJL2DwSCYcVIgRN1d77DAKnjY,ChIJL2DwSCYcVIgRN1d77DAKnjY,1,false,1,current_valid
16450.0,ncprisqu,Pringle Square,Active,28273,Charlotte,NC,35.1551707,-80.9658227,15155 Ollie Dr.,73444,Pringle Square,28273,Charlotte,NC,35.1548497,-80.9657727,15155 Ollie Dr,41817,91412,70645,67381,10255627,91555,91016,34757,60663,10269594,null,proximity,0,35.1549314,-80.9657962,ROOFTOP,"15155 Ollie Dr, Charlotte, NC 28273, USA",ChIJG4FG2uyZVogRknVzWuf9k_k,ChIJG4FG2uyZVogRknVzWuf9k_k,1,false,1,current_valid
nan,rp266fra,The 266 Framingham,Active,01702,Framingham,MA,42.2778238,-71.4156432,266 Waverly Street,73493,266 Framingham,1702,Framingham,MA,42.27706,-71.41099,266 Waverly St,10253394,77657,6270,10041376,19065,10253395,12973,70119,87086,35322,null,proximity,0,42.2772795,-71.4110117,GEOMETRIC_CENTER,"First National Shopping Center, 266 Waverly St, Framingham, MA 01702, USA",ChIJZycPPD-I44kRTv8tt2iMhFg,ChIJZycPPD-I44kRTv8tt2iMhFg,1,false,1,current_valid
709854.0,maavawe2,Avana Weymouth,Active,02188,Weymouth,MA,42.1890091,-70.9504217,190 Mediterranean Drive,73652,Avana Weymouth,2188,Weymouth,MA,42.1889599,-70.9514674,190 Mediterranean Dr,6265,35953,74325,10272946,10300549,19916,62517,10057997,3082,10071962,null,proximity,0,42.1889214,-70.95152759999999,ROOFTOP,"190 Mediterranean Dr, Weymouth, MA 02188, USA",ChIJfRyH_3xi44kRs9VaHLsL9Dc,ChIJfRyH_3xi44kRs9VaHLsL9Dc,1,false,1,current_valid
1469.0,okhaven,The Haven,Active,73102,Oklahoma City,OK,35.470641,-97.523674,601 Robert S Kerr Ave,73694,The Haven,73102,Oklahoma City,OK,35.470661,-97.523849,601 Robert S Kerr Ave,10046867,10254865,75787,62498,54593,56247,10301339,63042,62895,59632,null,proximity,0,35.4705778,-97.5235397,GEOMETRIC_CENTER,"601 Robert S Kerr Ave, Oklahoma City, OK 73102, USA",ChIJbbcV3ywXsocRz9lz6Ny4KGg,ChIJbbcV3ywXsocRz9lz6Ny4KGg,1,false,1,current_valid
3199.0,rpwoopar,Woodside Park,Active,93901,Salinas,CA,36.661496,-121.664393,1040 Riker st,74023,Woodside Park,93901,Salinas,CA,36.6613605,-121.6643141,1040 Riker St,7852,3565,10037216,89099,10075522,86921,10303471,10055443,3520,41732,null,proximity,0,36.6619978,-121.6647564,ROOFTOP,"1040 Riker St, Salinas, CA 93901, USA",ChIJE2MyLuX4jYARH9DHGNXbfXA,ChIJE2MyLuX4jYARH9DHGNXbfXA,1,false,1,current_valid
nan,rplaupre,The Laurel Preston Hollow,Active,75225,Dallas,TX,32.86842495,-96.80382465,8600 Preston Road,74214,The Laurel,75225,Dallas,TX,32.8675959,-96.8036959,8600 Preston Rd,50107,18870,49853,8676,10292908,10274137,57886,67390,50500,10254256,null,proximity,0,32.8675969,-96.8037087,ROOFTOP,"8600 Preston Rd, Dallas, TX 75225, USA",ChIJf6aXGEaeToYRoOx2yRcyDCM,ChIJf6aXGEaeToYRoOx2yRcyDCM,1,false,1,current_valid
19243.0,iluniwes,Union West,Active,60607,Chicago,IL,41.88309849,-87.65116183,939 W Washington Blvd,74565,Union West,60607,Chicago,IL,41.8828,-87.6512704,939 W Washington Blvd,46486,10268747,75580,10270028,10265698,48518,46296,65826,10079289,86198,null,proximity,0,41.8825384,-87.6512417,ROOFTOP,"Union West, Building A, 939 W Washington Blvd, Chicago, IL 60607, USA",ChIJn4JqrtssDogRun5_Y4U_hiQ,ChIJn4JqrtssDogRun5_Y4U_hiQ,1,false,1,current_valid
24947.0,or5ml2,5 MLK,Active,97214,Portland,OR,45.52276458,-122.662241,5 SE Martin Luther King Jr. Blvd.,74626,5 MLK,97214,Portland,OR,45.522648,-122.662353,5 SE Martin Luther King Jr Blvd,21113,65140,74627,51482,32512,74625,90414,47478,47118,70513,null,proximity,0,45.5226453,-122.6623776,ROOFTOP,"5 SE Martin Luther King Jr Blvd, Portland, OR 97214, USA",ChIJbzhzvaiglVQRoHgV9Wvstbc,ChIJbzhzvaiglVQRoHgV9Wvstbc,1,false,1,current_valid
nan,rpranole,The Range on Oleander,Active,28403,Wilmington,NC,34.20691155,-77.87069203,445 51st Street,74680,The Range on Oleander,28409,Wilmington,NC,34.2068859,-77.8709459,445 51st St,10254107,47891,10268257,65285,10087928,38731,64677,56286,10263097,57733,null,proximity,0,34.2067585,-77.8706289,ROOFTOP,"445 51st St, Wilmington, NC 28409, USA",ChIJQ6IWelr0qYkRFmGuJjfnMCE,ChIJQ6IWelr0qYkRFmGuJjfnMCE,1,false,1,current_valid
2885.0,cahighw2,Highwater,Active,94063,Redwood City,CA,37.481723,-122.228539,1405 El Camino Real,74856,Highwater,94063,Redwood City,CA,37.4817277,-122.2286831,1405 El Camino Real,49487,46976,45748,50144,10256175,51396,13520,10254029,44354,64854,null,proximity,0,37.4815087,-122.2283704,ROOFTOP,"1405 El Camino Real, Redwood City, CA 94063, USA",ChIJJ8t51a2jj4ARzoovExqSa7w,ChIJJ8t51a2jj4ARzoovExqSa7w,1,false,1,current_valid
2278.0,coglenn2,The Glenn,Active,80112,Centennial,CO,39.5742923,-104.8804379,9300 East Mineral Avenue,74964,The Glenn,80112,Centennial,CO,39.5741995,-104.8787683,9300 E Mineral Ave,10274676,44333,10295917,10251958,24197,42755,10282383,46946,57915,10267136,null,proximity,0,39.5746709,-104.8787575,ROOFTOP,"9300 E Mineral Ave, Centennial, CO 80112, USA",ChIJCYCaQMaFbIcRIWCNfu4R-qE,ChIJCYCaQMaFbIcRIWCNfu4R-qE,1,false,1,current_valid
1339.0,tx141tex,1414 Texas Downtown,Active,77002,Houston,TX,29.75716,-95.3591179,1414 Texas Avenue,75134,1414 Texas Downtown,77002,Houston,TX,29.75716,-95.359118,1414 Texas Ave,60570,55356,59044,46116,57523,10263550,35705,34971,34005,10254370,null,proximity,0,29.75710419999999,-95.35862279999999,ROOFTOP,"1414 Texas Ave, Houston, TX 77002, USA",ChIJvTOMaSS_QIYR6-kgL1lslE8,ChIJvTOMaSS_QIYR6-kgL1lslE8,1,false,1,current_valid
nan,rptenzin,The Tenzing,Active,80234,Westminster,CO,39.9080965,-105.0062848,11674 Pecos St,75245,The Tenzing,80234,Westminster,CO,39.9080444,-105.0050961,11674 N Pecos St,8338,6722,10293408,47173,15825,21771,49429,10260066,6204,3456,null,proximity,0,39.9088164,-105.0053369,GEOMETRIC_CENTER,"11674 N Pecos St, Westminster, CO 80234, USA",ChIJuxLUo8R1bIcR0oAUAfPDQes,ChIJuxLUo8R1bIcR0oAUAfPDQes,1,false,1,current_valid
100095722.0,camonsou,Monticello at Southport,Active,95691,West Sacramento,CA,38.55840686,-121.5323831,2150 Valley Oak Lane,75340,Monticello at Southport,95691,West Sacramento,CA,38.5583398,-121.5323616,2150 Valley Oak Ln,18975,10028449,82058,83337,10251801,86122,10295031,10259208,10037785,10037698,null,proximity,0,38.5583398,-121.5323616,GEOMETRIC_CENTER,"2150 Valley Oak Ln, West Sacramento, CA 95691, USA",ChIJv2Wbl17RmoARWTLwhCmYU3g,ChIJv2Wbl17RmoARWTLwhCmYU3g,1,false,1,current_valid
1436.0,utcoppe2,The Atlas,Active,84096,Herriman,UT,40.5361763,-112.0266972,5657 West 11840 South,75525,Copperwood Apartments,84096,Herriman,UT,40.5361906,-112.0266972,5657 West Barn Road,85004,4666,89665,10256890,10290840,10269892,43518,65472,4668,4667,null,proximity,0.022238984798711222,40.5359319,-112.026612,ROOFTOP,"5657 11840 S, Herriman, UT 84096, USA",ChIJERHkoEGFUocRwpaRAZxpzQ8,Eic1NjU3IFcgQmFybiBSZCwgSGVycmltYW4sIFVUIDg0MDk2LCBVU0EiMRIvChQKEgml-RJ1QYVShxHBcbXxq4Wj7RCZLCoUChIJd1dEQkGFUocRdr4fTMBiM6E,1,false,1,current_valid
1153937.0,cofitzge,The Fitzgerald,Active,80202,Denver,CO,39.7519076,-104.9952353,1840 Market Street,75591,The Fitzgerald,80202,Denver,CO,39.7519131,-104.9952426,1840 Market St,46957,91157,41646,63055,56630,63127,91173,49446,10251961,10258170,null,proximity,0,39.7520327,-104.9950205,GEOMETRIC_CENTER,"1840 Market St, Denver, CO 80202, USA",ChIJa-KVfNt4bIcRZ4sVj3ArRIw,ChIJa-KVfNt4bIcRZ4sVj3ArRIw,1,false,1,current_valid
25027.0,nvtidcom,The Solena Apartments,Active,89032,North Las Vegas,NV,36.2366226,-115.1471372,4249 N Commerce Street,75694,Tides on Commerce,89032,North Las Vegas,NV,36.2366226,-115.1445623,4249 N Commerce St,71985,12925,18594,19196,19220,19318,73605,33547,81464,18578,null,proximity,0,36.2368285,-115.1463016,GEOMETRIC_CENTER,"4249 N Commerce St, North Las Vegas, NV 89032, USA",ChIJn659jPTpyIARmE9jAlTtu-c,ChIJn659jPTpyIARmE9jAlTtu-c,1,false,1,current_valid
2387.0,rpmica,The Mica,Active,87501,Santa Fe,NM,35.703415,-105.951184,825 Calle Mejia,75808,The Mica,87501,Santa Fe,NM,35.702596,-105.9502399,825 Calle Mejia,null,null,null,null,null,null,null,null,null,null,null,proximity,0,35.7033128,-105.9513984,ROOFTOP,"825 Calle Mejia, Santa Fe, NM 87501, USA",ChIJNdJ1TxlQGIcRKqY7aZJGidM,ChIJNdJ1TxlQGIcRKqY7aZJGidM,1,false,1,current_valid
12750.0,casorano,Sorano,Active,92557,Moreno Valley,CA,33.9454467,-117.2870917,12046 Clark St.,75811,Sorano Apartments,92557,Moreno Valley,CA,33.9456104,-117.287563,12046 Clark St,9746,90082,65682,11777,13260,16992,33450,16968,58769,55888,null,proximity,0,33.9458119,-117.2874969,ROOFTOP,"12046 Clark St, Moreno Valley, CA 92557, USA",ChIJVVt7z0Ov3IAR19w-RBYkdV0,ChIJVVt7z0Ov3IAR19w-RBYkdV0,1,false,1,current_valid
23517.0,catriton,The Triton,Active,94404,Foster City,CA,37.56531101,-122.2692849,55 Triton Park Lane,75818,The Triton,94404,Foster City,CA,37.565192,-122.2692634,55 Triton Park Ln,49268,13712,35888,54484,35775,72102,13520,44354,75606,13713,null,proximity,0,37.56545699999999,-122.2691992,ROOFTOP,"55 Triton Park Ln, Foster City, CA 94404, USA",ChIJN1-Njsuej4ARnzSkMHN7Ods,ChIJN1-Njsuej4ARnzSkMHN7Ods,1,false,1,current_valid
2386.0,rploc189,Local 1896,Active,87505,Santa Fe,NM,35.6567449,-105.9612184,1896 Lorca Dr,75863,Local 1896,87505,Santa Fe,NM,35.6565579,-105.9625708,1896 Lorca Dr,null,null,null,null,null,null,null,null,null,null,null,proximity,0,35.6561048,-105.9630108,GEOMETRIC_CENTER,"1896 Lorca Dr, Santa Fe, NM 87505, USA",ChIJeS0w8IRQGIcRMfQ0W0SBV34,ChIJeS0w8IRQGIcRMfQ0W0SBV34,1,false,1,current_valid
1142.0,nj3jour2,3 Journal Square,Active,07306,Jersey City,NJ,40.733967,-74.06325,2935 John F Kennedy Blvd,75974,3 Journal Square,7306,Jersey City,NJ,40.7340364,-74.0641143,2935 John F. Kennedy Blvd,10252353,80488,56287,10265345,10260394,56289,10259925,87619,75043,37102,null,proximity,0,40.7339784,-74.0639766,GEOMETRIC_CENTER,"2935 John F. Kennedy Blvd, Jersey City, NJ 07306, USA",ChIJQ20bzzFXwokRlwNrPxku_Eo,ChIJQ20bzzFXwokRlwNrPxku_Eo,1,false,1,current_valid
1895.0,sc10west,10 WestEdge,Active,29403,Charleston,SC,32.7866599,-79.957221,10 Westedge Street,75976,10 WestEdge,29403,Charleston,SC,32.7869775,-79.957058,10 Westedge St,89848,10253739,62454,70629,55848,35134,50278,45880,90402,92110,null,proximity,0,32.7867888,-79.9569765,ROOFTOP,"10 Westedge St, Charleston, SC 29403, USA",ChIJ6ZBluTp7_ogRI9t11F4Fshw,ChIJ6ZBluTp7_ogRI9t11F4Fshw,1,false,1,current_valid
14340.0,utharvi2,Hardware Village,Active,84103,Salt Lake City,UT,40.773967,-111.899758,455 W 200 N,76062,Hardware Village East,84103,Salt Lake City,UT,40.7728386,-111.9036956,455 W 200 N,10265835,70993,10260666,10272777,38859,10253345,10258137,85603,64178,76071,null,proximity,0,40.7731586,-111.9039473,ROOFTOP,"455 W 200 N, Salt Lake City, UT 84103, USA",ChIJmfwxN6v1UocR1pe04MM1mYg,ChIJmfwxN6v1UocR1pe04MM1mYg,2,true,1,current_valid
26269.0,utsallak,Salt Lake Crossing,Active,84103,Salt Lake City,UT,40.774375,-111.904557,470 W 200 N,76062,Hardware Village East,84103,Salt Lake City,UT,40.7728386,-111.9036956,455 W 200 N,10265835,70993,10260666,10272777,38859,10253345,10258137,85603,64178,76071,null,proximity,95.30836652047434,40.7738935,-111.9045298,ROOFTOP,"470 W 200 N, Salt Lake City, UT 84103, USA",ChIJ9-1QTav1UocR2khZH3ojuII,ChIJmfwxN6v1UocR1pe04MM1mYg,2,true,2,current_valid
2391.0,flretvis,The Retreat at Vista Lake,Active,33916,Fort Myers,FL,26.6070369,-81.836586,3701 Winkler Ave,76076,The Retreat at Vista Lake,33916,Fort Myers,FL,26.6074124,-81.8381468,3701 Winkler Ave,11046,54770,2045,9759,10274010,14971,10063410,9762,22014,10278025,null,proximity,0,26.6074124,-81.83814679999999,GEOMETRIC_CENTER,"3701 Winkler Ave, Fort Myers, FL 33916, USA",ChIJHVPkffZq24gRyONSe-FbJs8,ChIJHVPkffZq24gRyONSe-FbJs8,1,false,1,current_valid
3161.0,rpfairmo,The Fairmont,Active,95776,Woodland,CA,38.67455127,-121.7549198,575 Matmor Rd,76089,Fairmont,95776,Woodland,CA,38.6751301,-121.7559398,575 Matmor Rd,83551,75515,70474,10054215,76599,84330,10283545,79271,10285849,10052922,null,proximity,0,38.6746871,-121.755521,GEOMETRIC_CENTER,"575 Matmor Rd, Woodland, CA 95776, USA",ChIJ6UeP1yLRhIAR2DJP3IkxnhQ,ChIJ6UeP1yLRhIAR2DJP3IkxnhQ,1,false,1,current_valid
14122.0,kyjrglof,JRG Lofts,Active,41011,Covington,KY,39.0840157,-84.518644,437 W 6th Street,76133,JRG Lofts,41011,Covington,KY,39.0839,-84.518097,437 W 6th St,72396,10267590,10252569,78726,62631,10267557,51434,55368,10267560,49174,null,proximity,0,39.0840143,-84.5186659,ROOFTOP,"437 W 6th St, Covington, KY 41011, USA",ChIJ73hPaTSxQYgRQwwzULZ2bTA,ChIJ73hPaTSxQYgRQwwzULZ2bTA,1,false,1,current_valid
10352.0,kylodeng,The Lodges on English Station Rd.,Active,40299,Louisville,KY,38.2252793,-85.497228,14500 English Park Cir,76142,The Lodges on English Station,40299,Louisville,KY,38.2245846,-85.4954383,14500 English Park Cir,54274,37463,43016,65741,10262612,83885,79518,44741,43015,66376,null,proximity,0,38.2246451,-85.495492,ROOFTOP,"14500 English Park Cir, Louisville, KY 40299, USA",ChIJh40j83OiaYgRrpLn9mmFkoM,ChIJh40j83OiaYgRrpLn9mmFkoM,1,false,1,current_valid
17165.0,azhavmid,Haven at Midtown,Active,85013,Phoenix,AZ,33.49214878,-112.0775804,222 W Clarendon Ave,76195,Haven at Midtown,85013,Phoenix,AZ,33.4919967,-112.0775375,222 W Clarendon Ave,10275939,58143,86507,62962,10254895,17766,17733,9079,10271596,78243,null,proximity,0,33.4919192,-112.0776314,GEOMETRIC_CENTER,"222 W Clarendon Ave, Phoenix, AZ 85013, USA",ChIJjRxB4vMSK4cRWTsBK89jqVc,ChIJjRxB4vMSK4cRWTsBK89jqVc,1,false,1,current_valid
1167.0,ncsavoy,Savoy,Active,28202,Charlotte,NC,35.2181992,-80.8431848,650 East Brooklyn Village Avenue,76208,Savoy,28202,Charlotte,NC,35.2185774,-80.8432987,650 E Brooklyn Vlg Ave,50408,70317,49376,47300,10259759,67388,54086,22502,52479,47302,null,proximity,0,35.2181992,-80.8431848,ROOFTOP,"650 E Brooklyn Vlg Ave, Charlotte, NC 28202, USA",ChIJPdA2BoifVogRJy65RpbJn3g,ChIJPdA2BoifVogRJy65RpbJn3g,1,false,1,current_valid
3196.0,inindy79,Indy7925,Active,46239,Indianapolis,IN,39.75579292,-86.02683354,7925 Palawan Drive,76289,Indy 7925,46239,Indianapolis,IN,39.755558,-86.0287857,7925 Palawan Dr,77298,49257,48498,74932,61202,10074338,10268890,3757,10074528,60912,null,proximity,0,39.755562,-86.0269301,ROOFTOP,"7925 Palawan Dr, Indianapolis, IN 46239, USA",ChIJ38aujVtPa4gRAt0FZ0N0ocU,ChIJ38aujVtPa4gRAt0FZ0N0ocU,1,false,1,current_valid
nan,rpatwmel,The Atworth at Mellody Farms,Active,60061,Vernon Hills,IL,42.2443704,-87.9439035,1111 N Milwaukee Ave,76314,The Atworth at Mellody Farms,60061,Vernon Hills,IL,42.2440244,-87.9437482,1111 N Milwaukee Ave,10271237,67095,44612,49671,15806,7881,10293025,42775,50345,309,null,proximity,0,42.2453053,-87.9433837,ROOFTOP,"1111 N Milwaukee Ave, Vernon Hills, IL 60061, USA",ChIJc6wyKm6WD4gR1cg9y2tknJ0,ChIJc6wyKm6WD4gR1cg9y2tknJ0,1,false,1,current_valid
